,Départements,Candidats,Votes
854,Haute-Marne,Anne HIDALGO,1.4013523131672596
855,Haute-Savoie,Anne HIDALGO,1.5298447204968944
856,Haute-Saône,Anne HIDALGO,1.6841368078175896
857,Haute-Vienne,Anne HIDALGO,2.711269841269841
858,Hautes-Alpes,Anne HIDALGO,1.5808252427184466
859,Hautes-Pyrénées,Anne HIDALGO,2.678407871198569
860,Hauts-de-Seine,Anne HIDALGO,1.3561733203505355
861,Hérault,Anne HIDALGO,2.082439024390244
862,Ille-et-Vilaine,Anne HIDALGO,2.2629845814977974
863,Indre,Anne HIDALGO,1.9033128834355828
864,Indre-et-Loire,Anne HIDALGO,1.7958288770053477
865,Jura,Anne HIDALGO,1.6948484848484848
866,La Réunion,Anne HIDALGO,1.5721612903225806
867,Landes,Anne HIDALGO,3.759359223300971
868,Loir-et-Cher,Anne HIDALGO,1.5891815856777494
869,Loiret,Anne HIDALGO,1.5167168674698797
870,Lot,Anne HIDALGO,2.402020997375328
871,Lot-et-Garonne,Anne HIDALGO,1.7524053452115813
872,Lozère,Anne HIDALGO,1.9196808510638297
873,Maine-et-Loire,Anne HIDALGO,1.9145533141210376
874,Manche,Anne HIDALGO,1.852413314840499
875,Marne,Anne HIDALGO,1.101859356376639
876,Martinique,Anne HIDALGO,3.0745180722891567
877,Mayenne,Anne HIDALGO,1.8753370786516854
878,Mayotte,Anne HIDALGO,0.9306043956043957
879,Meurthe-et-Moselle,Anne HIDALGO,1.6714438502673796
880,Meuse,Anne HIDALGO,1.321267361111111
881,Morbihan,Anne HIDALGO,1.7625072046109511
882,Moselle,Anne HIDALGO,1.3768515625
883,Nièvre,Anne HIDALGO,1.7241755319148935
884,Nord,Anne HIDALGO,1.3867332667332666
885,Nouvelle-Calédonie,Anne HIDALGO,2.1196949152542377
886,Orne,Anne HIDALGO,1.3737358490566038
887,Puy-de-Dôme,Anne HIDALGO,2.2605802968960864
888,Pyrénées-Atlantiques,Anne HIDALGO,2.284534090909091
889,Pyrénées-Orientales,Anne HIDALGO,2.015645833333333
890,Rhône,Anne HIDALGO,1.7156719817767654
891,Saint-Martin/Saint-Barthélemy,Anne HIDALGO,1.0633333333333332
892,Saint-Pierre-et-Miquelon,Anne HIDALGO,3.0749999999999997
893,Sarthe,Anne HIDALGO,1.7076897689768975
894,Savoie,Anne HIDALGO,1.7710041841004183
895,Saône-et-Loire,Anne HIDALGO,1.9430892143808256
896,Seine-Maritime,Anne HIDALGO,1.6415293244246472
897,Seine-Saint-Denis,Anne HIDALGO,1.0454080389768574
898,Tarn,Anne HIDALGO,2.474867617107943
899,Tarn-et-Garonne,Anne HIDALGO,2.037322033898305
900,Territoire de Belfort,Anne HIDALGO,1.5247019867549667
901,Val-d'Oise,Anne HIDALGO,1.1279629629629628
902,Val-de-Marne,Anne HIDALGO,1.381503105590062
903,Var,Anne HIDALGO,0.9450918918918919
904,Vaucluse,Anne HIDALGO,1.2308086785009862
905,Vendée,Anne HIDALGO,1.7171103896103896
906,Vienne,Anne HIDALGO,1.816087912087912
907,Wallis et Futuna,Anne HIDALGO,2.2
908,Yonne,Anne HIDALGO,1.266388888888889
909,Yvelines,Anne HIDALGO,1.2075844930417494
910,Ain,Yannick JADOT,4.691729452054794
911,Allier,Yannick JADOT,3.0382743362831857
912,Alpes-de-Haute-Provence,Yannick JADOT,4.093931297709923
913,Ardennes,Yannick JADOT,2.367495527728086
914,Ardèche,Yannick JADOT,4.375821917808219
915,Ariège,Yannick JADOT,3.7564021164021164
916,Aube,Yannick JADOT,2.848089887640449
917,Aude,Yannick JADOT,3.3344709897610922
918,Aveyron,Yannick JADOT,3.720525114155251
919,Bas-Rhin,Yannick JADOT,4.791006979062812
920,Bouches-du-Rhône,Yannick JADOT,4.078116462976276
921,Calvados,Yannick JADOT,4.637310195227766
922,Cantal,Yannick JADOT,2.6983617747440274
923,Charente,Yannick JADOT,3.5727450980392157
924,Charente-Maritime,Yannick JADOT,4.339153846153846
925,Cher,Yannick JADOT,2.978192219679634
926,Corrèze,Yannick JADOT,3.4740104166666668
927,Creuse,Yannick JADOT,2.785107913669065
928,Côte-d'Or,Yannick JADOT,4.165
929,Côtes-d'Armor,Yannick JADOT,5.045145038167939
930,Doubs,Yannick JADOT,4.4016908850726555
931,Drôme,Yannick JADOT,5.086252100840336
932,Essonne,Yannick JADOT,4.818393258426966
933,Eure,Yannick JADOT,3.443751552795031
934,Eure-et-Loir,Yannick JADOT,3.35528880866426
935,Finistère,Yannick JADOT,6.049122596153846
936,Français établis hors de France,Yannick JADOT,6.863461538461538
937,Gard,Yannick JADOT,3.7028491620111734
938,Gers,Yannick JADOT,3.3180746561886054
939,Gironde,Yannick JADOT,4.823985765124555
940,Guadeloupe,Yannick JADOT,1.2892380952380953
941,Guyane,Yannick JADOT,2.311278195488722
942,Haut-Rhin,Yannick JADOT,4.85688500727802
943,Haute-Corse,Yannick JADOT,3.7239692307692307
944,Haute-Loire,Yannick JADOT,3.825864197530864
945,Haute-Marne,Yannick JADOT,2.566690391459075
946,Haute-Savoie,Yannick JADOT,6.921475155279504
947,Haute-Saône,Yannick JADOT,3.126775244299674
948,Haute-Vienne,Yannick JADOT,3.5815343915343916
949,Hautes-Alpes,Yannick JADOT,5.540873786407768
950,Hautes-Pyrénées,Yannick JADOT,3.5616279069767445
951,Hauts-de-Seine,Yannick JADOT,5.978373904576436
952,Hérault,Yannick JADOT,4.361569459172853
953,Ille-et-Vilaine,Yannick JADOT,6.816046255506608
954,Indre,Yannick JADOT,2.8393865030674847
955,Indre-et-Loire,Yannick JADOT,4.7820677361853825
956,Jura,Yannick JADOT,4.359696969696969
957,La Réunion,Yannick JADOT,2.191505376344086
958,Landes,Yannick JADOT,3.0220582524271844
959,Loir-et-Cher,Yannick JADOT,3.724194373401535
960,Loiret,Yannick JADOT,3.8788855421686748
961,Lot,Yannick JADOT,4.079553805774278
962,Lot-et-Garonne,Yannick JADOT,2.987683741648107
963,Lozère,Yannick JADOT,3.3276595744680852
964,Maine-et-Loire,Yannick JADOT,5.78685878962536
965,Manche,Yannick JADOT,3.8678224687933422
966,Marne,Yannick JADOT,2.9935995232419548
967,Martinique,Yannick JADOT,1.4752710843373495
968,Mayenne,Yannick JADOT,4.449438202247191
969,Mayotte,Yannick JADOT,0.8146153846153845
970,Meurthe-et-Moselle,Yannick JADOT,3.7363743315508025
971,Meuse,Yannick JADOT,2.964027777777778
972,Morbihan,Yannick JADOT,5.596109510086455
973,Moselle,Yannick JADOT,3.425578125
974,Nièvre,Yannick JADOT,3.0137500000000004
975,Nord,Yannick JADOT,3.453991008991009
976,Nouvelle-Calédonie,Yannick JADOT,2.118983050847458
977,Orne,Yannick JADOT,3.5857547169811324
978,Puy-de-Dôme,Yannick JADOT,4.3741295546558705
979,Pyrénées-Atlantiques,Yannick JADOT,4.367784090909091
980,Pyrénées-Orientales,Yannick JADOT,3.3697500000000002
981,Rhône,Yannick JADOT,5.493424449506454
982,Saint-Martin/Saint-Barthélemy,Yannick JADOT,2.6058333333333334
983,Saint-Pierre-et-Miquelon,Yannick JADOT,4.1725
984,Sarthe,Yannick JADOT,4.278267326732673
985,Savoie,Yannick JADOT,6.198891213389122
986,Saône-et-Loire,Yannick JADOT,3.6828761651131825
987,Seine-Maritime,Yannick JADOT,3.510772086117298
988,Seine-Saint-Denis,Yannick JADOT,3.3039098660170527
989,Tarn,Yannick JADOT,3.663523421588595
990,Tarn-et-Garonne,Yannick JADOT,3.1275593220338984
991,Territoire de Belfort,Yannick JADOT,4.045364238410596
992,Val-d'Oise,Yannick JADOT,3.853641975308642
993,Val-de-Marne,Yannick JADOT,5.206583850931677
994,Var,Yannick JADOT,3.502172972972973
995,Vaucluse,Yannick JADOT,4.094536489151873
996,Vendée,Yannick JADOT,4.595178571428572
997,Vienne,Yannick JADOT,4.154131868131868
998,Wallis et Futuna,Yannick JADOT,1.34
999,Yonne,Yannick JADOT,3.283888888888889
1000,Yvelines,Yannick JADOT,5.324174950298211
1001,Ain,Valérie PÉCRESSE,5.296421232876712
1002,Allier,Valérie PÉCRESSE,5.7088053097345135
1003,Alpes-de-Haute-Provence,Valérie PÉCRESSE,3.9523282442748093
1004,Ardennes,Valérie PÉCRESSE,5.172307692307693
1005,Ardèche,Valérie PÉCRESSE,5.045890410958904
1006,Ariège,Valérie PÉCRESSE,2.8878835978835977
1007,Aube,Valérie PÉCRESSE,6.878052434456929
1008,Aude,Valérie PÉCRESSE,3.4834641638225254
1009,Aveyron,Valérie PÉCRESSE,6.105799086757991
1010,Bas-Rhin,Valérie PÉCRESSE,4.416739780658026
1011,Bouches-du-Rhône,Valérie PÉCRESSE,3.503235082674335
1012,Calvados,Valérie PÉCRESSE,4.905216919739696
1013,Cantal,Valérie PÉCRESSE,9.472286689419796
1014,Charente,Valérie PÉCRESSE,4.450019607843138
1015,Charente-Maritime,Valérie PÉCRESSE,4.847282051282051
1016,Cher,Valérie PÉCRESSE,5.461899313501144
1017,Corrèze,Valérie PÉCRESSE,9.10015625
1018,Creuse,Valérie PÉCRESSE,7.098057553956835
1019,Côte-d'Or,Valérie PÉCRESSE,5.418028634361233
1020,Côtes-d'Armor,Valérie PÉCRESSE,4.704045801526718
1021,Doubs,Valérie PÉCRESSE,6.063408190224571
1022,Drôme,Valérie PÉCRESSE,4.465529411764705
1023,Essonne,Valérie PÉCRESSE,5.621539325842697
1024,Eure,Valérie PÉCRESSE,4.568335403726707
1025,Eure-et-Loir,Valérie PÉCRESSE,6.49927797833935
1026,Finistère,Valérie PÉCRESSE,4.817079326923077
1027,Français établis hors de France,Valérie PÉCRESSE,4.712596153846154
1028,Gard,Valérie PÉCRESSE,3.5767039106145253
1029,Gers,Valérie PÉCRESSE,4.730471512770137
1030,Gironde,Valérie PÉCRESSE,4.16514590747331
1031,Guadeloupe,Valérie PÉCRESSE,2.8460714285714284
1032,Guyane,Valérie PÉCRESSE,2.5373684210526313
1033,Haut-Rhin,Valérie PÉCRESSE,4.128617176128094
1034,Haute-Corse,Valérie PÉCRESSE,6.958923076923077
1035,Haute-Loire,Valérie PÉCRESSE,7.58003086419753
1036,Haute-Marne,Valérie PÉCRESSE,6.2510320284697505
1037,Haute-Savoie,Valérie PÉCRESSE,5.1805900621118015
1038,Haute-Saône,Valérie PÉCRESSE,5.505374592833877
1039,Haute-Vienne,Valérie PÉCRESSE,4.721587301587301
1040,Hautes-Alpes,Valérie PÉCRESSE,5.03364077669903
1041,Hautes-Pyrénées,Valérie PÉCRESSE,3.307531305903399
1042,Hauts-de-Seine,Valérie PÉCRESSE,7.835696202531646
1043,Hérault,Valérie PÉCRESSE,3.621898197242842
1044,Ille-et-Vilaine,Valérie PÉCRESSE,4.423546255506608
1045,Indre,Valérie PÉCRESSE,5.7975460122699385
1046,Indre-et-Loire,Valérie PÉCRESSE,4.873155080213904
1047,Jura,Valérie PÉCRESSE,5.566114081996435
1048,La Réunion,Valérie PÉCRESSE,2.7189139784946237
1049,Landes,Valérie PÉCRESSE,3.9740970873786408
1050,Loir-et-Cher,Valérie PÉCRESSE,5.5816624040920715
1051,Loiret,Valérie PÉCRESSE,5.614412650602409
1052,Lot,Valérie PÉCRESSE,5.388713910761155
1053,Lot-et-Garonne,Valérie PÉCRESSE,4.324855233853007
1054,Lozère,Valérie PÉCRESSE,6.594946808510638
1055,Maine-et-Loire,Valérie PÉCRESSE,4.903746397694524
1056,Manche,Valérie PÉCRESSE,5.379459084604716
1057,Marne,Valérie PÉCRESSE,6.283122765196663
1058,Martinique,Valérie PÉCRESSE,3.8165963855421685
1059,Mayenne,Valérie PÉCRESSE,5.714185393258427
1060,Mayotte,Valérie PÉCRESSE,8.346153846153847
1061,Meurthe-et-Moselle,Valérie PÉCRESSE,4.1715935828877
1062,Meuse,Valérie PÉCRESSE,5.0449826388888885
1063,Morbihan,Valérie PÉCRESSE,4.785619596541786
1064,Moselle,Valérie PÉCRESSE,3.832515625
1065,Nièvre,Valérie PÉCRESSE,5.306808510638297
1066,Nord,Valérie PÉCRESSE,3.3153396603396605
1067,Nouvelle-Calédonie,Valérie PÉCRESSE,5.484949152542373
1068,Orne,Valérie PÉCRESSE,6.108396226415094
1069,Puy-de-Dôme,Valérie PÉCRESSE,5.109203778677463
1070,Pyrénées-Atlantiques,Valérie PÉCRESSE,4.192363636363637
1071,Pyrénées-Orientales,Valérie PÉCRESSE,3.1435416666666667
1072,Rhône,Valérie PÉCRESSE,5.43784358390281
1073,Saint-Martin/Saint-Barthélemy,Valérie PÉCRESSE,3.9941666666666666
1074,Saint-Pierre-et-Miquelon,Valérie PÉCRESSE,1.935
1075,Sarthe,Valérie PÉCRESSE,5.489603960396039
1076,Savoie,Valérie PÉCRESSE,5.540690376569037
1077,Saône-et-Loire,Valérie PÉCRESSE,5.443355525965379
1078,Seine-Maritime,Valérie PÉCRESSE,3.8764291017074983
1079,Seine-Saint-Denis,Valérie PÉCRESSE,3.228392204628502
1080,Tarn,Valérie PÉCRESSE,4.481364562118126
1081,Tarn-et-Garonne,Valérie PÉCRESSE,4.483050847457627
1082,Territoire de Belfort,Valérie PÉCRESSE,4.70682119205298
1083,Val-d'Oise,Valérie PÉCRESSE,5.035555555555556
1084,Val-de-Marne,Valérie PÉCRESSE,5.3036397515527955
1085,Var,Valérie PÉCRESSE,4.654756756756757
1086,Vaucluse,Valérie PÉCRESSE,3.9201183431952664
1087,Vendée,Valérie PÉCRESSE,5.306558441558442
1088,Vienne,Valérie PÉCRESSE,4.391406593406593
1089,Wallis et Futuna,Valérie PÉCRESSE,25.27
1090,Yonne,Valérie PÉCRESSE,5.551944444444445
1091,Yvelines,Valérie PÉCRESSE,7.9711630218687874
1092,Ain,Philippe POUTOU,0.7091609589041096
1093,Allier,Philippe POUTOU,0.8544469026548672
1094,Alpes-de-Haute-Provence,Philippe POUTOU,0.9902290076335878
1095,Ardennes,Philippe POUTOU,0.8005008944543829
1096,Ardèche,Philippe POUTOU,0.9869178082191781
1097,Ariège,Philippe POUTOU,0.8910317460317461
1098,Aube,Philippe POUTOU,0.7115730337078652
1099,Aude,Philippe POUTOU,0.9654607508532423
1100,Aveyron,Philippe POUTOU,0.8251826484018265
1101,Bas-Rhin,Philippe POUTOU,0.7344167497507478
1102,Bouches-du-Rhône,Philippe POUTOU,0.5941337167505392
1103,Calvados,Philippe POUTOU,1.0362581344902386
1104,Cantal,Philippe POUTOU,0.7065529010238908
1105,Charente,Philippe POUTOU,0.9623333333333334
1106,Charente-Maritime,Philippe POUTOU,0.9056282051282051
1107,Cher,Philippe POUTOU,0.9642791762013729
1108,Corrèze,Philippe POUTOU,0.908203125
1109,Creuse,Philippe POUTOU,1.075431654676259
1110,Côte-d'Or,Philippe POUTOU,0.875374449339207
1111,Côtes-d'Armor,Philippe POUTOU,1.1434809160305344
1112,Doubs,Philippe POUTOU,0.8922853368560106
1113,Drôme,Philippe POUTOU,0.8843529411764707
1114,Essonne,Philippe POUTOU,0.7344831460674158
1115,Eure,Philippe POUTOU,0.8642360248447205
1116,Eure-et-Loir,Philippe POUTOU,0.8300361010830325
1117,Finistère,Philippe POUTOU,1.1726802884615384
1118,Français établis hors de France,Philippe POUTOU,0.6377884615384615
1119,Gard,Philippe POUTOU,0.7201675977653631
1120,Gers,Philippe POUTOU,0.6810019646365423
1121,Gironde,Philippe POUTOU,0.9756797153024911
1122,Guadeloupe,Philippe POUTOU,0.5171428571428571
1123,Guyane,Philippe POUTOU,1.3517293233082708
1124,Haut-Rhin,Philippe POUTOU,0.7501310043668122
1125,Haute-Corse,Philippe POUTOU,1.0839692307692308
1126,Haute-Loire,Philippe POUTOU,0.8698456790123457
1127,Haute-Marne,Philippe POUTOU,0.7613523131672598
1128,Haute-Savoie,Philippe POUTOU,0.7722049689440994
1129,Haute-Saône,Philippe POUTOU,1.0092833876221499
1130,Haute-Vienne,Philippe POUTOU,0.9376455026455026
1131,Hautes-Alpes,Philippe POUTOU,0.9222330097087378
1132,Hautes-Pyrénées,Philippe POUTOU,0.8729516994633274
1133,Hauts-de-Seine,Philippe POUTOU,0.48913339824732227
1134,Hérault,Philippe POUTOU,0.7228419936373277
1135,Ille-et-Vilaine,Philippe POUTOU,0.9109251101321586
1136,Indre,Philippe POUTOU,1.0038036809815951
1137,Indre-et-Loire,Philippe POUTOU,0.9285739750445632
1138,Jura,Philippe POUTOU,0.9299286987522283
1139,La Réunion,Philippe POUTOU,0.7880645161290323
1140,Landes,Philippe POUTOU,0.7890679611650485
1141,Loir-et-Cher,Philippe POUTOU,0.8824296675191815
1142,Loiret,Philippe POUTOU,0.7287048192771085
1143,Lot,Philippe POUTOU,0.9398162729658792
1144,Lot-et-Garonne,Philippe POUTOU,0.8152338530066816
1145,Lozère,Philippe POUTOU,0.9282446808510638
1146,Maine-et-Loire,Philippe POUTOU,0.8568155619596541
1147,Manche,Philippe POUTOU,0.9564216366158115
1148,Marne,Philippe POUTOU,0.682026221692491
1149,Martinique,Philippe POUTOU,0.7881626506024096
1150,Mayenne,Philippe POUTOU,0.8339887640449437
1151,Mayotte,Philippe POUTOU,0.9835164835164835
1152,Meurthe-et-Moselle,Philippe POUTOU,0.9453475935828877
1153,Meuse,Philippe POUTOU,0.8544791666666667
1154,Morbihan,Philippe POUTOU,0.9545821325648415
1155,Moselle,Philippe POUTOU,0.8305781250000001
1156,Nièvre,Philippe POUTOU,1.004122340425532
1157,Nord,Philippe POUTOU,0.647987012987013
1158,Nouvelle-Calédonie,Philippe POUTOU,1.2909830508474578
1159,Orne,Philippe POUTOU,0.9309433962264151
1160,Puy-de-Dôme,Philippe POUTOU,0.9329149797570849
1161,Pyrénées-Atlantiques,Philippe POUTOU,1.320375
1162,Pyrénées-Orientales,Philippe POUTOU,0.8852916666666667
1163,Rhône,Philippe POUTOU,0.588694001518603
1164,Saint-Martin/Saint-Barthélemy,Philippe POUTOU,0.6887500000000001
1165,Saint-Pierre-et-Miquelon,Philippe POUTOU,1.6925
1166,Sarthe,Philippe POUTOU,0.8838118811881188
1167,Savoie,Philippe POUTOU,0.8186401673640168
1168,Saône-et-Loire,Philippe POUTOU,0.8131291611185086
1169,Seine-Maritime,Philippe POUTOU,0.8678099480326652
1170,Seine-Saint-Denis,Philippe POUTOU,0.6584774665042631
1171,Tarn,Philippe POUTOU,0.86989816700611
1172,Tarn-et-Garonne,Philippe POUTOU,0.7484406779661017
1173,Territoire de Belfort,Philippe POUTOU,0.923046357615894
1174,Val-d'Oise,Philippe POUTOU,0.6529259259259259
1175,Val-de-Marne,Philippe POUTOU,0.6433291925465838
1176,Var,Philippe POUTOU,0.6062378378378378
1177,Vaucluse,Philippe POUTOU,0.6701183431952663
1178,Vendée,Philippe POUTOU,0.8932792207792207
1179,Vienne,Philippe POUTOU,1.022175824175824
1180,Wallis et Futuna,Philippe POUTOU,0.9
1181,Yonne,Philippe POUTOU,0.8075
1182,Yvelines,Philippe POUTOU,0.5664612326043738
1183,Ain,Nicolas DUPONT-AIGNAN,2.821130136986301
1184,Allier,Nicolas DUPONT-AIGNAN,2.350464601769912
1185,Alpes-de-Haute-Provence,Nicolas DUPONT-AIGNAN,2.630152671755725
1186,Ardennes,Nicolas DUPONT-AIGNAN,2.5990339892665473
1187,Ardèche,Nicolas DUPONT-AIGNAN,2.49351598173516
1188,Ariège,Nicolas DUPONT-AIGNAN,1.8092857142857142
1189,Aube,Nicolas DUPONT-AIGNAN,2.955112359550562
1190,Aude,Nicolas DUPONT-AIGNAN,2.260085324232082
1191,Aveyron,Nicolas DUPONT-AIGNAN,2.108538812785388
1192,Bas-Rhin,Nicolas DUPONT-AIGNAN,3.165762711864407
1193,Bouches-du-Rhône,Nicolas DUPONT-AIGNAN,1.9766858375269591
1194,Calvados,Nicolas DUPONT-AIGNAN,2.2394577006507594
1195,Cantal,Nicolas DUPONT-AIGNAN,1.9127986348122867
1196,Charente,Nicolas DUPONT-AIGNAN,2.411490196078431
1197,Charente-Maritime,Nicolas DUPONT-AIGNAN,2.4492820512820512
1198,Cher,Nicolas DUPONT-AIGNAN,2.384141876430206
1199,Corrèze,Nicolas DUPONT-AIGNAN,1.8931510416666668
1200,Creuse,Nicolas DUPONT-AIGNAN,2.4014388489208636
1201,Côte-d'Or,Nicolas DUPONT-AIGNAN,2.68920704845815
1202,Côtes-d'Armor,Nicolas DUPONT-AIGNAN,1.7691603053435114
1203,Doubs,Nicolas DUPONT-AIGNAN,3.2832232496697493
1204,Drôme,Nicolas DUPONT-AIGNAN,2.6408571428571426
1205,Essonne,Nicolas DUPONT-AIGNAN,2.569561797752809
1206,Eure,Nicolas DUPONT-AIGNAN,2.531552795031056
1207,Eure-et-Loir,Nicolas DUPONT-AIGNAN,2.682509025270758
1208,Finistère,Nicolas DUPONT-AIGNAN,1.5792067307692308
1209,Français établis hors de France,Nicolas DUPONT-AIGNAN,1.4126923076923075
1210,Gard,Nicolas DUPONT-AIGNAN,1.964608938547486
1211,Gers,Nicolas DUPONT-AIGNAN,2.278133595284872
1212,Gironde,Nicolas DUPONT-AIGNAN,1.7905765124555157
1213,Guadeloupe,Nicolas DUPONT-AIGNAN,1.5340238095238095
1214,Guyane,Nicolas DUPONT-AIGNAN,1.9724812030075185
1215,Haut-Rhin,Nicolas DUPONT-AIGNAN,3.7444541484716156
1216,Haute-Corse,Nicolas DUPONT-AIGNAN,1.6962461538461537
1217,Haute-Loire,Nicolas DUPONT-AIGNAN,2.4918518518518518
1218,Haute-Marne,Nicolas DUPONT-AIGNAN,3.2669928825622776
1219,Haute-Savoie,Nicolas DUPONT-AIGNAN,3.3854968944099384
1220,Haute-Saône,Nicolas DUPONT-AIGNAN,2.941905537459283
1221,Haute-Vienne,Nicolas DUPONT-AIGNAN,1.8875132275132276
1222,Hautes-Alpes,Nicolas DUPONT-AIGNAN,2.5605339805825245
1223,Hautes-Pyrénées,Nicolas DUPONT-AIGNAN,1.8930232558139535
1224,Hauts-de-Seine,Nicolas DUPONT-AIGNAN,1.260282375851996
1225,Hérault,Nicolas DUPONT-AIGNAN,1.833711558854719
1226,Ille-et-Vilaine,Nicolas DUPONT-AIGNAN,1.839977973568282
1227,Indre,Nicolas DUPONT-AIGNAN,2.5306441717791412
1228,Indre-et-Loire,Nicolas DUPONT-AIGNAN,2.29379679144385
1229,Jura,Nicolas DUPONT-AIGNAN,3.182905525846702
1230,La Réunion,Nicolas DUPONT-AIGNAN,2.3652903225806448
1231,Landes,Nicolas DUPONT-AIGNAN,1.8704077669902912
1232,Loir-et-Cher,Nicolas DUPONT-AIGNAN,2.544066496163683
1233,Loiret,Nicolas DUPONT-AIGNAN,2.4238102409638556
1234,Lot,Nicolas DUPONT-AIGNAN,2.2549343832021
1235,Lot-et-Garonne,Nicolas DUPONT-AIGNAN,2.2702672605790646
1236,Lozère,Nicolas DUPONT-AIGNAN,2.119095744680851
1237,Maine-et-Loire,Nicolas DUPONT-AIGNAN,2.1805619596541788
1238,Manche,Nicolas DUPONT-AIGNAN,2.4961858529819696
1239,Marne,Nicolas DUPONT-AIGNAN,2.5647794994040525
1240,Martinique,Nicolas DUPONT-AIGNAN,2.3725
1241,Mayenne,Nicolas DUPONT-AIGNAN,2.439494382022472
1242,Mayotte,Nicolas DUPONT-AIGNAN,1.523021978021978
1243,Meurthe-et-Moselle,Nicolas DUPONT-AIGNAN,2.288245989304813
1244,Meuse,Nicolas DUPONT-AIGNAN,2.7811979166666667
1245,Morbihan,Nicolas DUPONT-AIGNAN,2.0713112391930837
1246,Moselle,Nicolas DUPONT-AIGNAN,2.6953515625
1247,Nièvre,Nicolas DUPONT-AIGNAN,2.389335106382979
1248,Nord,Nicolas DUPONT-AIGNAN,1.6728521478521479
1249,Nouvelle-Calédonie,Nicolas DUPONT-AIGNAN,2.9450847457627116
1250,Orne,Nicolas DUPONT-AIGNAN,2.7327169811320755
1251,Puy-de-Dôme,Nicolas DUPONT-AIGNAN,2.099527665317139
1252,Pyrénées-Atlantiques,Nicolas DUPONT-AIGNAN,1.6940454545454546
1253,Pyrénées-Orientales,Nicolas DUPONT-AIGNAN,1.9801041666666668
1254,Rhône,Nicolas DUPONT-AIGNAN,1.886765375854214
1255,Saint-Martin/Saint-Barthélemy,Nicolas DUPONT-AIGNAN,3.6991666666666667
1256,Saint-Pierre-et-Miquelon,Nicolas DUPONT-AIGNAN,3.205
1257,Sarthe,Nicolas DUPONT-AIGNAN,2.3065181518151814
1258,Savoie,Nicolas DUPONT-AIGNAN,2.7942050209205025
1259,Saône-et-Loire,Nicolas DUPONT-AIGNAN,2.8061118508655123
1260,Seine-Maritime,Nicolas DUPONT-AIGNAN,2.0531997030438007
1261,Seine-Saint-Denis,Nicolas DUPONT-AIGNAN,1.1646041412911083
1262,Tarn,Nicolas DUPONT-AIGNAN,2.3200610997963342
1263,Tarn-et-Garonne,Nicolas DUPONT-AIGNAN,2.464
1264,Territoire de Belfort,Nicolas DUPONT-AIGNAN,2.7358278145695367
1265,Val-d'Oise,Nicolas DUPONT-AIGNAN,1.725074074074074
1266,Val-de-Marne,Nicolas DUPONT-AIGNAN,1.5884720496894411
1267,Var,Nicolas DUPONT-AIGNAN,2.548216216216216
1268,Vaucluse,Nicolas DUPONT-AIGNAN,2.250138067061144
1269,Vendée,Nicolas DUPONT-AIGNAN,2.326964285714286
1270,Vienne,Nicolas DUPONT-AIGNAN,2.3227032967032963
1271,Wallis et Futuna,Nicolas DUPONT-AIGNAN,4.55
1272,Yonne,Nicolas DUPONT-AIGNAN,2.7805555555555554
1273,Yvelines,Nicolas DUPONT-AIGNAN,1.839821073558648
